路径,长度,危险系数
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,17.893,18.659
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,18.764,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,18.333,21.496
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,18.708,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,18.618,23.527
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,17.327,20.963
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,16.700,16.096
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,20.109,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,20.098,19.192
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,20.823,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,19.532,21.496
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西师范大学-> 大雁塔,18.906,16.629
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,20.005,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,19.378,19.192
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,20.103,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,17.005,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,16.993,17.584
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,20.921,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,19.729,21.496
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,20.306,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.921,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,16.630,19.888
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,16.562,15.021
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,20.072,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 小寨村小区-> 大雁塔,20.003,19.192
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,20.826,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,19.821,23.527
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,19.194,18.659
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,19.869,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西师范大学-> 大雁塔,19.242,19.192
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,20.066,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,16.967,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,16.899,17.584
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 小寨村小区-> 大雁塔,20.729,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,19.919,23.527
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 陕西师范大学-> 大雁塔,20.170,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,17.827,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,16.821,21.919
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.809,17.051
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 小寨村小区-> 赛格购物中心-> 大雁塔,20.924,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 小寨村小区-> 大雁塔,20.493,21.496
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 小寨村小区-> 大雁塔,20.965,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,20.876,23.527
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,19.683,20.963
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,21.126,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 陕西师范大学-> 大雁塔,19.934,21.496
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,20.407,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,18.022,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,17.591,19.888
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 小寨村小区-> 大雁塔,21.070,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,20.260,23.527
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 陕西师范大学-> 大雁塔,20.309,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,17.965,22.452
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.876,21.919
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,16.585,19.355
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,17.246,24.060
西安交通大学（曲江校区）-> 三兆公墓-> 杜邑遗址公园-> 曲江立交交汇点-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,17.234,19.192
